permit_id,company,contact,address,town,state,phone,permit_year,waste_types,bear_resistant,service_area
895,E-Z-Trash LLC,Frederick E. Harris,265 Mt. Pleasant St. #1,St. Johnsbury,VT,8024241485,2025,S,No,&nbsp;
2178,"FBS Tire Recycling, Inc.",Jessica Figueroa,PO Box 332,Ayer,MA,978-772-4251,2025,S,No,&nbsp;
1097,First Response Labor LLC,Matt Swann,PO Box 33,St. Albans,VT,8009140125,2025,SH,No,&nbsp;
2160,Florida Transformer LLC dba Emerald Transformer,Tiffany T. Springer,"7850 Collin McKinney Pkwy, Ste 200",McKinney,TX,2254542055,2025,H,No,&nbsp;
2463,Four Town Composting LLC,Jake Boudreau,1414 Wheelock Road,Danville,VT,8024732227,2025,S,No,&nbsp;
2146,Francis Oakes dba F. Oakes Disposal and Light Trucking,Francis Oakes,PO Box 4183,"White River Jct.,",VT,8025051870,2025,S,No,&nbsp;
191,Frank Corporation Environmental Services,Kirk J. Franklin,615 Tarkiln Hill Road,New Bedford,MA,5089959997,2025,HS,No,&nbsp;
563,Fred Budzyn dba Budzyn Tire Removal &amp; Recycling,Fred Budzyn,443 North Main St,Barre,VT,8023717653,2025,S,No,&nbsp;
196,"Freehold Cartage, Inc",Heather Williamson,P.O. Box 5010,Freehold,NJ,7324621001,2025,H,No,&nbsp;
2696,"G&amp;B Trash Division, LLC",Kolton Bussard,364 VT Route 7B N,North Clarendon,VT,8025580215,2025,S,No,&nbsp;
2718,G.M. Bowen Excavating Contractor Inc.,Donald Mucherino Jr,P.O. Box 73,East Calais,VT,8027930895,2025,S,No,&nbsp;
2469,"Gable to Grade Home Inspections, LLC dba Brookside Services",Lauren Martelle,416 East St,Middletown Springs,VT,8022351744,2025,S,No,&nbsp;
994,Gabucci Rubbish Removal LLC,Jessica Punt,332 Number 44 Road,Orleans,VT,8027546577,2025,S,No,&nbsp;
2183,Gaftek Inc.,Scott Allocca,"1 Gibson Road, Suite 2",Scarborough,ME,2072176515,2025,HS,No,&nbsp;
202,Gauthier&#39;s Trucking Inc.,Jane Gauthier,5 Gauthier Drive,"Essex Jct.,",VT,8028794020,2025,SR,No,&nbsp;
2691,George Tallman,George Tallman,1622 Route 103 South,Chester,VT,8025913535,2025,S,No,&nbsp;
2272,GF DAMON TRUCKING LLC,Henry Frank Damon,21 Bradford St.,Derry,NH,6032167358,2025,RS,No,&nbsp;
2283,"GMG Enterprises, Inc.",Brooke Hastings,239 Greenfield Road,South Deerfield,MA,4136653989,2025,R,No,&nbsp;
210,"Goodenough Rubbish Removal, LLC",Craig Goodenough,112 Mercury Drive,"Brattleboro,",VT,802-257-4937,2025,S,Yes,&nbsp;
2733,Goodfellas Rubbish Removal LLC,Hazen Cota,1156 Riley Rd,Franklin,VT,8023935682,2025,S,No,&nbsp;
2200,Got Trash? LLC,Penelope Higson,324 Gilman Avenue,St. Johnsbury,VT,8024241280,2025,S,No,&nbsp;
211,"Goulet Trucking, Inc.",CRYSTAL WILKINSON,PO Box 259,S. Deerfield,MA,4136651323,2025,HRS,No,&nbsp;
2668,"Grace Transport, Inc.",Andrew Chittick,880 Wright St.,Strathroy,ON,8002903017,2025,HS,No,&nbsp;
1008,"Graf Bros. Leasing, Inc.",Thomas Girard,166 Lafayette Road,Salisbury,MA,8002250538,2025,HSR,No,&nbsp;
1001,"Grand Isle, Town of",Ron Bushway,PO Box 49,Grand Isle,VT,802-372-4863,2025,S,No,&nbsp;
2569,"Gravel Construction Company, Inc.",Gravel Construction,P.O. Box 78,Wolcott,VT,8024723776,2025,S,No,&nbsp;
2755,Green Mountain Junk Removal LLC,Noah Carlo,61 Dunham Avenue,North Bennington,VT,8027536802,2025,S,No,&nbsp;
217,Green Mountain Power Corporation,Laura Vallett,163 Acorn Lane,Colchester,VT,8027796996,2025,H,No,&nbsp;
2616,Green Peak Junk Removal LLC,Christopher Goodwin,50 Gunn Mountain Road,Ashuelot,NH,4132188025,2025,S,No,&nbsp;
2446,"Green Site Services Group, Inc.",jackson shiebler,25 Forge Parkway,Franklin,MA,5089662020,2025,SHR,No,&nbsp;
707,Greg Marguet dba Greg&#39;s Trucking,Greg Marguet,PO Box 59,West Halifax,VT,8023682694,2025,S,Unknown,&nbsp;
461,Gregory M. Scribner dba Scribner Septic Service,Gregory M. Scribner,704 Hier Ln.,West Rutland,VT,802-438-5358,2025,R,No,&nbsp;
875,"Gurney Brothers Construction, Inc.",Dan Gurney,19 Gurney Road,North Springfield,VT,8028862210,2025,S,No,&nbsp;
858,"Gurrisi Brothers Auto &amp; Truck Sales &amp; Salvage, LLC",Linda Gurrisi Vining,0 Corwin Street,Peabody,MA,9788186248,2025,S,No,&nbsp;
2798,H Morse and Son Excavating and Transportation Inc.,Jeffrey Morse,1715 Morse Road,Jay,VT,8023090645,2025,S,No,&nbsp;
2599,Hale Transport LLC,Danny Hale,143 Mackville Rd,Hardwick,VT,8023536608,2025,S,&nbsp;,&nbsp;
825,"Hammond Grinding &amp; Recycling, Inc.",Tamra Hammond,PO Box 17,Canaan,NH,6035234353,2025,S,No,&nbsp;
786,"Harper E.S.M., Inc. dba Choice Environmental",Cliff Harper,1811 Hale Hollow Road,Bridgewater Corners,VT,2159325508,2025,HS,No,&nbsp;
783,Haul Me LLC,Leyland Papa,PO Box 303 Falls Road,Shelburne,VT,8028812287,2025,S,Yes,&nbsp;
236,"Hazmat Environmental Group, Inc.",Samantha Philipps,60 Commerce Drive,Buffalo,NY,716-827-7200,2025,H,No,&nbsp;
700,"HB Energy Solutions, Inc.",Thomas Hernon,PO BOX 945,Springfield,VT,8028852300,2025,R,No,&nbsp;
2356,HB Trucking LLC,Heath Bunnell,523 Littleton Rd,Monroe,NH,6036384983,2025,S,No,&nbsp;
2767,Hebert Excavation Corp.,Jimmy Hebert,PO Box 451,Williamstown,VT,8022498443,2025,S,No,&nbsp;
470,Henry Sleeper dba Sleeper&#39;s Rubbish Removal,Henry Sleeper,1477 Rowell Brook Road,Bradford,VT,8022224577,2025,S,No,&nbsp;
2265,"Hepaco, LLC",Bri Pickering,42 Longwater Drive,Norwell,MA,3392145822,2025,HRSM,No,&nbsp;
2738,Her Service Empire LLC DBA Vermont Junk,Adam Kroll/Lindsay Kepniss,PO BOX 162,Bondville,VT,9733563166,2025,S,No,&nbsp;
2235,Hero Haulers LLC,Zeberiah Snow,25 Martin Road,South Hero,VT,8023734341,2025,S,Yes,&nbsp;
2383,Hometown Hauling 802 LLC,Colby Martin,PO Box 55,Milton,VT,8025561173,2025,S,No,&nbsp;
2753,Hooks Mechanical LLC,Kiernan Hook,33 Edmunds Circle #78,Braintree,VT,8023987254,2025,S,No,&nbsp;
2210,Hoosick Tire &amp; Services LLC,Anne Helft,PO Box 316,Cambridge,NY,5188679621,2025,S,No,&nbsp;
247,"Horwith Trucks, Inc.",REGINA GRIM,PO BOX 7,Northampton,PA,6102612220,2025,S,Yes,&nbsp;
248,"Houghton Sanitary Service, Inc.",Jeff Houghton,416 Guilford Center Road,Guilford,VT,8022549221,2025,R,No,&nbsp;
2574,Howe Enterprises Inc.,Nicholas Howe,33 Russell Road,Tunbridge,VT,8025050106,2025,R,No,&nbsp;
250,"Hubbard Brothers, Inc.",Tim Hubbard/Sue Perry,PO Box 315,Rutland,VT,8027732259,2025,HSR,No,&nbsp;
2624,Huff and Puff Demolition and Junk Removal LLC,Josh Murray,PO BOX 274,Richmond,VT,802-343-5356,2025,S,No,&nbsp;
2665,"Hunter Excavating, Inc.",Patti Johnson,2218 VT ROUTE 100,S. Londonderry,VT,8028567165,2025,S,No,&nbsp;
2238,"Interstate Ventures, Inc.",Paula McDonald,1261 E. Tri County Blvd,Oliver Springs,TN,8654828670,2025,HS,No,&nbsp;
2273,Iron Mountain Incorporated,Bill Blauvelt,11 Morse Drive,"Essex Jct.,",VT,8023096038,2025,S,No,&nbsp;
2662,"Ironclad Environmental Solutions, Inc.",Callan Jacobs,550 W 36th Street,Jasper,IN,9208502483,2025,S,No,&nbsp;
2312,Island Excavating Corp.,Majken Tranby,4 Island Circle,Grand Isle,VT,8023724473,2025,S,Unknown,&nbsp;
2203,Island Pump and Tank LLC,"Matthew Schieferstein, CHMM",40 Doyle Court,East Northport,NY,6314622226,2025,H,No,&nbsp;
2259,"It&#39;s About Time Logistics, LLC",Louise Cadavid,174 South Road - Suite 111,Enfield,CT,7815718056,2025,S,No,&nbsp;
926,"IWT Transport, Inc.",David OBrien,5 FIR COURT,Oakland,NJ,9737685107,2025,HS,No,&nbsp;
924,J A LaRochelle Trucking LLC,John A LaRochelle,362 Pompeo Rd,N Grosvenordale,CT,5083266737,2025,RS,No,&nbsp;
2565,"J R AND SONS CONSTRUCTION, INC.",Lauren Russo,4 Hallberg Park,North Reading,MA,7812584455,2025,S,No,&nbsp;
2622,J&amp;J Odd Job Services LLC,Jake Ring,655 Church Road,Colchester,VT,8023916218,2025,S,No,&nbsp;
988,"J. P. Sicard, Inc.",Jason Sicard,PO Box 508,Barton,VT,8025259506,2025,S,No,&nbsp;
2352,"J.C. RENDERING, INC.",Jason Caruso,201 Jackson Rd,Frankfort,NY,3157325759,2025,S,No,&nbsp;
262,"J.K. Lynch Disposal, Inc.",Cheryl Dube,49 South Hill Road,Colebrook,NH,6032374446,2025,S,Yes,&nbsp;
2737,J.Labrecque LLC,Erin Bovat,294 Westford Milton Road,Westford,VT,8023933303,2025,S,No,&nbsp;
2782,Jake&#39;s Septic Service LLC,Jake Ovitt,1199 Calhoun Road,Island Pond,VT,8026733462,2025,R,&nbsp;,&nbsp;
763,James Davis dba Aaron Septic &amp; Drain,James T. Davis,241 Raven Rock Road,Arlington,VT,802-430-9555,2025,R,No,&nbsp;
2607,James Mayer DBA Mr. Handy,James Mayer,563 South Wheelock,Lyndonville,VT,8022823503,2025,S,No,&nbsp;
2196,Jamie Strotmeyer dba Me and My Truck,Jamie Strotmeyer,81 Henry Street,Burlington,VT,8023380480,2025,S,No,&nbsp;
2224,Jared Rouleau dba A&amp;J Recycling,Amantha Rouleau,1931 North Hollow Rd,Granville,VT,802-505-0630,2025,S,No,&nbsp;
2600,Jarrett Drown d/b/a Drown Trucking,Jarrett Drown,857 Center Rd,Hardwick,VT,8022794097,2025,S,No,&nbsp;
2456,JASON CARTWRIGHT TRUCKING LLC,JASON CARTWRIGHT,1625 SCOTT HILL RD,Berlin,VT,8022617535,2025,SR,No,&nbsp;
2673,Jason Hooks DBA Small Town Trash Removal,Jason Hooks,10 Briggs Street,North Adams,MA,4136639302,2025,S,Yes,&nbsp;
268,Jay&#39;s Septic Tank Cleaning LLC,Brenton K. Southworth,4551 Route 5,Thetford Center,VT,8023339485,2025,R,No,&nbsp;
2493,JBGB Transport LLC,Justin Bona,630 York St,Lyndonville,VT,8022743697,2025,S,No,&nbsp;
936,Jeffrey Bronson dba Bronson Transport,Jeff Bronson,292 Quiet Valley Road,Shoreham,VT,8029894195,2025,S,No,&nbsp;
982,Jeffrey Lloyd dba Rutland Rubbish,Jeffrey Lloyd,25 Meadow Street,Rutland,VT,8027751527,2025,S,No,&nbsp;
2542,Jeff&#39;s Rubbish Removal LLC,Jennifer Wright,PO Box 204,Windsor,VT,8022639691,2025,&nbsp;,No,&nbsp;
658,Jeff&#39;s Trucking LLC,Jeffrey Scott Hook,786 US Route 5 #6,Windsor,VT,8023563430,2025,S,No,&nbsp;
1109,Jewell Specialized Inc.,"Chris Jewell, President",PO Box 295,Plainfield,NH,6033819897,2025,S,No,&nbsp;
2555,Jim Holton DBA Junk All Gone,Jim Holton,307 Flat Iron Road,Wolcott,VT,8027300303,2025,S,No,&nbsp;
2676,JNVSeptic LLC,Chris Johnson,64 veterans park rd,Claremont,NH,6035815586,2025,R,No,&nbsp;
2648,JOE AND JEN LLC DBA Calkins Portable Toilets,Lisa Calkins,PO Box 21,Danville,VT,8026842255,2025,R,No,&nbsp;
962,John Couture dba J.C. Trucking,John Couture / Shannon Couture,2551 Coventry Station Road,Newport,VT,8022745320,2025,RS,No,&nbsp;
116,John L. Cookson dba Cookson&#39;s Trucking,John L. Cookson,1048 Lovely Road,Marshfield,VT,8022792466,2025,S,No,&nbsp;
279,John Trombley dba John Trombley Construction &amp; Septage,John Trombley,1549 Pencil Mill Road,Castleton,VT,8022732527,2025,R,No,&nbsp;
2204,"Josh Fenoff Siteworks, LLC",Josh Fenoff,367 Fenoff Heights Lane,Waterford,VT,8025357941,2025,HS,No,&nbsp;
2319,Josiah Nolt dba Countryside Septic,Josiah Nolt,192 Hilltop Drive,Johnson,VT,18025856470,2025,R,No,&nbsp;
2547,JR &amp; Sons Junk Removal INC.,Kristen Jewell,PO BOX 168,Vergennes,VT,8027359760,2025,S,No,&nbsp;
2511,"JRP Waste Oil Service, Inc",Gregg Baitinger,PO Box 570,Oxford,PA,8563087336,2025,HSR,No,&nbsp;
2205,JSP Job Site Pumping LLC,Jeffrey Townsend,4888 Pleasant Street,Randolph,VT,8027284137,2025,R,No,&nbsp;
2771,Juan C Rodriguez DBA ROS Transportation,Corina Lima,"500 South Main Street, Apt #2",Manchester,NH,7812674631,2025,R,No,&nbsp;
656,Juddy&#39;s Septic Service Inc.,Brian Judd,PO Box 226,Morgan,VT,8028954196,2025,R,No,&nbsp;
2713,JunkitVT LLC,Miles Jordan,24 Mt Philo Rd,Charlotte,VT,8023639119,2025,S,No,&nbsp;
734,Justin Adams dba Quinttown Container Service,Justin Adams,PO Box 13,Orford,NH,6033534240,2025,S,No,&nbsp;
2736,Justin Morgan Construction LLC,Justin Roy Morgan,2147 Cormier Rd,Danville,VT,8022748984,2025,SR,No,&nbsp;
289,"K&amp;R Portable Restroom Services, LLC",ZACHARIAH CONLEY,PO BOX 121,ORFORD,NH,6033534106,2025,R,No,&nbsp;
2512,K. Bellavance Land Works &amp; Hauling LLC,Ashley N Collins,69 PITMAN RD,Barre,VT,8022798488,2025,S,No,&nbsp;
2651,"KAG Specialty Products Group, LLC",Mary Schnick,5301 Buttonwood Dr,Madison,WI,6082308217,2025,HS,No,&nbsp;
2780,"KASCON, LLC",Dennis Keith,650 Main St,Bennington,VT,3158612211,2025,HS,&nbsp;,&nbsp;
2765,Katzenbach Sand &amp; Gravel LLC,Clark Katzenbach,75 East Griggs Road,Irasburg,VT,8024875150,2025,S,No,&nbsp;
2581,Keane Trucking LLC,Christopher Keane,169 Keane Mountain Way,Orange,VT,8024765617,2025,S,Yes,&nbsp;
2478,Keep It Simple LLC DBA KIS Clean Outs,Margaret Pridgen,PO Box 111,Wilder,VT,802-280-5408,2025,S,No,&nbsp;
687,Kenneth A. Ross dba K-N-S Tire Recycling,Kenneth Ross,PO Box 503,Albany,VT,802-755-9278,2025,S,No,&nbsp;
2226,Kevin Palazzo dba Up With The Sun Trucking,"Kevin Palazzo, Owner",4 Welch Lane,Raymond,NH,9784231584,2025,RS,No,&nbsp;
2444,Kevin Pothier d/b/a KMC Excavating,Kevin Pothier,807 Bushey Hill Rd.,Newport,VT,8025228452,2025,S,No,&nbsp;
2661,Kim Jones DBA Jones Rubbish Removal,Robert &amp; Kim Jones,1538 Route 30 North,Bomoseen,VT,802-273-3795,2025,S,No,&nbsp;
2705,Kings L.L.C.,Ricky King Jr.,471 Vermont Route 7A,Shaftsbury,VT,8027332558,2025,S,No,&nbsp;
2246,Kingsbury Companies LLC,Travis Kingsbury,58 Center Road,Middlesex,VT,8882087219,2025,RS,No,&nbsp;
2631,Kirby Mountain Lawns + Landscaping LLC,Caleb Temple,1693 Ridge Road,East Burke,VT,802-535-5321,2025,S,No,&nbsp;
295,"Kirk Fenoff &amp; Son Excavating, LLC",Kirk Fenoff,24 Old Stagecoach Road,Danville,VT,8026843353,2025,S,No,&nbsp;
2545,"L &amp; W Williams Construction, Inc. dba &quot;The Can Man&quot;",Rebecca Williams,736 South Road,Peru,VT,8029996737,2025,S,No,&nbsp;
2634,"L&amp;M Service Contractors, LLc",Sue E Esty,287 River Rd,Norwich,VT,6033591656,2025,S,No,&nbsp;
2642,"Laidlaw Carriers Bulk GP, Inc.",Tyler Tilker,646 Athlone Ave.,Woodstock,ON,9057191629,2025,H,No,&nbsp;
2723,Lamoille Regional Solid Waste Management District,Joyce Majors,29 Sunset Drive,Morrisville,VT,8028887317,2025,S,No,&nbsp;
2606,"LaPete Construction &amp; Trucking, LLC",Chris LaPete,P.O. Box 50,New Haven,VT,8023432758,2025,S,No,&nbsp;
901,Lavallee Trucking &amp; Excavating LLC,James Lavallee / Kristi Szawlowski (Secretary),PO Box 383,Hatfield,MA,4139234555,2025,S,No,&nbsp;
2556,Leonard Keys DBA Keys Dumpsters,Lenny (Leonard) Keys,5158 State Route 22,Salem,NY,5189377097,2025,S,No,&nbsp;
2250,Leslie Daniels dba Les Daniels Services,Leslie Daniels,975 Steele Hill RD,Randolph,VT,8022799690,2025,S,No,&nbsp;
882,Lev V. Kalinin,Lev V. Kalinin,115 Prospect Street Ext.,Lebanon,NH,8025783676,2025,S,No,&nbsp;
2702,Lewco LLC,MATTHEW T LEWIS,747 Randall Hill Rd,Springfield,VT,8023766463,2025,S,No,&nbsp;
2455,LIQUORE SAND AND GRAVEL LLC,Jane Zebrowski and/or Nino Valentino,117 North Street,Enfield,CT,8607630378,2025,S,No,&nbsp;
2707,Locol Waste LLC,Adam Pasquale,1058 Jassamine Way,Fort Lee,NJ,2014246770,2025,S,No,&nbsp;
785,Lois Jerome dba Jerome Trucking,Lois Jerome,87 Shaw Road,Cambridge,VT,8028496933,2025,S,No,&nbsp;
2161,Longe Trucking LLC,Timothy Longe jr,"1849 Davis Rd Enosburg, VT",Enosburg Falls,VT,8027829916,2025,S,No,&nbsp;
2759,"Longhorn Trucking Co., Inc.",Vince Logan,6605 State Hwy 5,Fort Plain,NY,5188571134,2025,S,No,&nbsp;
2793,Louis Bates DBA Bate&#39;s Property Maintenance,Karen Delorme,1139 Lower Newton Road,St. Albans,VT,8027525380,2025,S,&nbsp;,&nbsp;
1106,"Luxury Event Restrooms, Inc.",Mike Solomon,5654 Ethan Allen Hwy,Charlotte,VT,8027440066,2025,R,No,&nbsp;
1012,"Lyle Webb Jr., dba Webb &amp; Sons Landscaping",Lyle Webb,P O Box 956,Middlebury,VT,8023244237,2025,S,No,&nbsp;
2744,Mack Farnsworth DBA Farnsworth Trucking and Excavating,Mack Farnsworth,126 Upper Walpole Rd,Walpole,NH,8022891161,2025,S,No,&nbsp;
995,"Maine Labpack, Inc.",Mitchell Daigle,163 Thadeus Street,South Portland,ME,2077671933,2025,HSM,No,&nbsp;
2554,"Major L. Rodd, The Roofer, Inc. DBA Rodd Roofing",Silas Ratico,49 Perkins Street,Saint Johnsbury,VT,8027484555,2025,S,No,&nbsp;
2709,Mangan Excavation LLC,Gideon Mangan,116 McCrillis Road,Marshfield,VT,8022496938,2025,S,No,&nbsp;
609,"Mansfield Environmental Abatement Group, Inc.",Dan King,PO Box 8535,Essex,VT,8028789975,2025,HS,No,&nbsp;
2604,Marden Environmental Transport LLC,Nancy Marden,87 Laurel Hill Rd,Brookfield,CT,8608980242,2025,HS,No,&nbsp;
1009,Maria Glabach dba Glabach Farm Contractors,Maria Glabach,32 Nourse Hollow Road,Dummerston,VT,8022570939,2025,S,No,&nbsp;
2402,Mark Lawson dba Mar-Jo Acres,Mark Lawson,741 Campbell Road,Irasburg,VT,8027542803,2025,S,No,&nbsp;
768,"Markowski Excavating, Inc.",Gregory Markowski,PO Box 69,Florence,VT,8024836469,2025,S,No,&nbsp;
2523,Mascoma Waste Management LLC,"John Pellerin, Owner",PO Box 427,Enfield,NH,6033042155,2025,S,Yes,&nbsp;
2730,Matten Excavation LLC,Andy Matten,2703 VT-100,Newport Center,VT,8026738790,2025,S,No,&nbsp;
518,Matthew O Swann Enterprises LLC DBA Tuttle’s Trucking,Trista Shappy,PO Box 1,Swanton,VT,8028687838,2025,S,Yes,&nbsp;
342,Maumee Express Inc,John Brothers,PO Box 278,Somerville,NJ,800-742-5542,2025,HS,No,&nbsp;
937,McKirryher Waste Services Inc.,Rick or Kim McKirryher,224 Floating Acres Place,Rutland,VT,8027752749,2025,S,Yes,&nbsp;
719,"McVac Environmental Services, Inc.",Charles Demers,481 Grand Avenue,New Haven,CT,203-498-1427,2025,HRS,No,&nbsp;
2656,MEC JUNK REMOVAL &amp; HAULING SERVICES LLC,Mark E Currier,PO Box 19,Island Pond,VT,8026240429,2025,S,No,&nbsp;
2336,Megan Kolbay dba Earthgirl Composting,Megan Kolbay,Po Box 594,Barre,VT,8028395017,2025,S,No,&nbsp;
2635,Melnik Farms LLC,Paul Kokoski,188 Mill Village Rd,Deerfield,MA,4135310633,2025,S,No,&nbsp;
1004,Memphremagog Rentals LLC,Douglas Spates / Andrew Carbine,89 Third Street,Newport,VT,8023342262,2025,S,No,&nbsp;
2492,Michael Pelton dba Stoney Mountain Farm,Michael Pelton,1001 West Windham Rd,Windham,VT,8023802253,2025,S,No,&nbsp;
441,Michael Szymanski dba MS Septic Service,Mike Szymanski,PO Box 656,Montpelier,VT,802-249-0147,2025,R,No,&nbsp;
355,Michaud Septic Service LLC,Crystal Michaud,207 Belfry Rd,East Hardwick,VT,8024726682,2025,R,No,&nbsp;
356,Miller Environmental Group Inc,DON CURRAN,538 Edwards Avenue,Calverton,NY,845-905-9670,2025,HS,No,&nbsp;
2230,MK Trucking LLC,"Michael Sevigny, Owner",1186 Hebert Road,Williamstown,VT,8029174653,2025,S,No,&nbsp;
462,Moran Environmental Recovery LLC,Jeff Magyar,75 D York Avenue,Randolph,MA,7818151100,2025,HSM,No,&nbsp;
987,More Waste Solutions LLC,Beth-Anne Searles,1138 Old Quechee Road,White River Jct,VT,8022953368,2025,S,Yes,&nbsp;
2667,Mow N Maintain Property Maintenance LLC,Nicholas George,5052 Route 116,Shelburne,VT,802-391-7773,2025,S,No,&nbsp;
822,"Mr. Bult&#39;s, Inc. (dba MBI)","Steve Dalpe, Terminal Manager",PO Box 846,Newport,VT,8023341784,2025,RSM,No,&nbsp;
2472,"MT3 Unlimited, LLC",Mike Tkaczyk III,3856 Guilford Center Road,Guilford,VT,8022541688,2025,S,No,&nbsp;
2506,Munoz Trucking LLC,Guillermo Munoz,"1 Dix st,apt 1,Revere MA 02151",Revere,MA,6179593529,2025,SR,No,&nbsp;
2325,Music Mountain Compost LLC,Zach Cavacas,2195 Music Mountain Road,Stockbridge,VT,8023423834,2025,S,Yes,&nbsp;
364,Myers Container Service Corp.,Lynn Bergeron,PO Box 38,Winooski,VT,8026554312,2025,SR,No,&nbsp;
856,"Mystic Motor Transportation Co., Inc.",Charles Daly,PO Box 1082,Billerica,MA,9786675656,2025,S,No,&nbsp;
2233,"N. A. Manosh, Inc.","Nick Manosh, President",120 Northgate Plaza,Morrisville,VT,8028885722,2025,SR,No,&nbsp;
934,Nathan Guay dba At Your Disposal Trucking,Nathan Guay,58 River Road,Underhill,VT,802-279-1367,2025,S,No,&nbsp;
630,"Naughton &amp; Son Recycling, LLC",Jody Whelton,PO Box 464,Bradford,NH,6039382282,2025,S,No,&nbsp;
2207,"NEIE Medical Waste Services, LLC",Patricia Sumner,3100 New Kent Highway,Quinton,VA,8049328412,2025,MS,No,&nbsp;
2454,NEK Rubbish LLC,Thomas Sline,P.O. Box 712,Lyndonville,VT,8025351430,2025,S,Yes,&nbsp;
153,"New England Quality Service Inc., dba Earth Waste &amp; Metal",Amanda Nadeau,PO Box 68,Rutland,VT,8027757722,2025,S,No,&nbsp;
2623,New England Water Systems Inc.,Magen Ostiguy,168 Ostiguy Drive,Lowell,VT,8027442666,2025,R,No,&nbsp;
2590,Nick&#39;s Landscaping &amp; Firewood LLC,Nick Durocher,842 Morey Rd.,Sutton,VT,802-535-8485,2025,S,No,&nbsp;
2138,No Waste Compost L3C,"Cameron B. Scott, Co-Owner",20 Susie Wilson Road Unit D,Essex Junction,VT,8023731707,2025,S,No,&nbsp;
373,"Normandeau Trucking, Inc.",Dennis Normandeau,PO Box 243,Groveton,NH,603-636-1671,2025,S,No,&nbsp;
927,"North Coast Services, LLC",Thomas Fatcheric,44 Locke Road,Concord,NH,603-610-7901,2025,S,No,&nbsp;
2431,North Road Excavation LLC,Dylan McCullough,4866 North Rd,Bethel,VT,8023699989,2025,S,Yes,&nbsp;
2473,"North Star Rubbish Removal, LLC",Bonnie Garrett,PO Box 224,Bridgewater Corners,VT,8029529524,2025,S,No,&nbsp;
377,Northeast Kingdom Waste Mgmt District,Corey Raymond,PO Box 1075,Lyndonville,VT,8026263532,2025,S,No,&nbsp;
